qnt,batch_index,c0_p,c1_p,c2_p,c3_p,c0_p_normalized,c1_p_normalized,c2_p_normalized,c3_p_normalized,c0_real,c1_real,c2_real,c3_real
T50_cdt,41,0.7,1.0,0.0,0.0,0.41,0.59,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,41,0.85,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,41,0.85,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,41,0.53,0.97,0.67,0.8,0.18,0.33,0.23,0.27,0.44,0.2,0.17,0.19
HDy_cdt,41,0.47,1.0,0.77,0.93,0.15,0.32,0.24,0.29,0.44,0.2,0.17,0.19
CC2,41,0.69,0.0,0.16,0.15,0.69,0.0,0.16,0.15,0.44,0.2,0.17,0.19
PWK,41,0.39,0.19,0.23,0.19,0.39,0.19,0.23,0.19,0.44,0.2,0.17,0.19
HDx,41,0.53,1.0,0.97,0.83,0.53,1.0,0.97,0.83,0.44,0.2,0.17,0.19
GAC,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
GPAC,41,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.44,0.2,0.17,0.19
FM,41,0.63,0.0,0.0,0.37,0.63,0.0,0.0,0.37,0.44,0.2,0.17,0.19
EMQ,41,0.52,0.1,0.21,0.17,0.52,0.1,0.21,0.17,0.44,0.2,0.17,0.19
KDEyHD,41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
KDEyCS,41,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.44,0.2,0.17,0.19
KDEyML,41,0.65,0.0,0.0,0.35,0.65,0.0,0.0,0.35,0.44,0.2,0.17,0.19
CC,42,0.42,1.0,0.91,0.94,0.13,0.31,0.28,0.29,0.44,0.2,0.17,0.19
PCC,42,0.42,0.9,0.79,0.9,0.14,0.3,0.26,0.3,0.44,0.2,0.17,0.19
ACC,42,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,42,0.5,1.0,0.57,0.88,0.17,0.34,0.19,0.3,0.44,0.2,0.17,0.19
T50,42,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,42,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,42,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,42,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,42,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,42,0.5,1.0,0.57,0.88,0.17,0.34,0.19,0.3,0.44,0.2,0.17,0.19
DyS,42,0.5,0.97,0.64,0.88,0.17,0.32,0.21,0.3,0.44,0.2,0.17,0.19
DySyn,42,0.39,1.0,1.0,0.98,0.12,0.3,0.3,0.29,0.44,0.2,0.17,0.19
HDy,42,0.45,1.0,0.74,0.97,0.14,0.32,0.23,0.31,0.44,0.2,0.17,0.19
ACC_syn,42,0.34,1.0,0.9,0.94,0.11,0.31,0.28,0.3,0.44,0.2,0.17,0.19
PACC_syn,42,0.34,0.9,0.76,0.9,0.12,0.31,0.26,0.31,0.44,0.2,0.17,0.19
X_syn,42,0.0,0.01,0.01,0.46,0.0,0.02,0.02,0.96,0.44,0.2,0.17,0.19
MAX_syn,42,0.0,0.01,0.01,0.46,0.0,0.02,0.02,0.96,0.44,0.2,0.17,0.19
T50_syn,42,0.2,1.0,1.0,1.0,0.06,0.31,0.31,0.31,0.44,0.2,0.17,0.19
MS_syn,42,0.3,1.0,0.9,0.94,0.09,0.32,0.29,0.3,0.44,0.2,0.17,0.19
MS2_syn,42,0.29,1.0,0.86,0.94,0.1,0.32,0.28,0.3,0.44,0.2,0.17,0.19
SMM_syn,42,0.35,0.98,1.0,0.99,0.11,0.3,0.3,0.3,0.44,0.2,0.17,0.19
HDy_syn,42,0.36,1.0,0.99,0.98,0.11,0.3,0.3,0.29,0.44,0.2,0.17,0.19
DyS_cdt,42,0.5,1.0,0.64,0.88,0.16,0.33,0.21,0.29,0.44,0.2,0.17,0.19
ACC_cdt,42,0.83,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,42,0.5,0.9,0.57,0.88,0.18,0.31,0.2,0.31,0.44,0.2,0.17,0.19
X_cdt,42,0.83,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,42,0.8,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,42,0.88,1.0,0.0,0.0,0.47,0.53,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,42,0.88,1.0,0.0,0.0,0.47,0.53,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,42,0.88,1.0,0.0,0.0,0.47,0.53,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,42,0.5,0.98,0.57,0.88,0.17,0.33,0.19,0.3,0.44,0.2,0.17,0.19
HDy_cdt,42,0.45,1.0,0.74,0.97,0.14,0.32,0.23,0.31,0.44,0.2,0.17,0.19
CC2,42,0.68,0.0,0.22,0.1,0.68,0.0,0.22,0.1,0.44,0.2,0.17,0.19
PWK,42,0.44,0.2,0.22,0.14,0.44,0.2,0.22,0.14,0.44,0.2,0.17,0.19
HDx,42,0.25,1.0,1.0,0.87,0.25,1.0,1.0,0.87,0.44,0.2,0.17,0.19
GAC,42,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,42,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.44,0.2,0.17,0.19
FM,42,0.52,0.0,0.0,0.48,0.52,0.0,0.0,0.48,0.44,0.2,0.17,0.19
EMQ,42,0.53,0.0,0.43,0.04,0.53,0.0,0.43,0.04,0.44,0.2,0.17,0.19
KDEyHD,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.44,0.2,0.17,0.19
KDEyCS,42,0.52,0.0,0.48,0.0,0.52,0.0,0.48,0.0,0.44,0.2,0.17,0.19
KDEyML,42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.44,0.2,0.17,0.19
CC,43,0.46,0.99,0.92,0.92,0.14,0.3,0.28,0.28,0.44,0.2,0.17,0.19
PCC,43,0.48,0.87,0.79,0.88,0.16,0.29,0.26,0.29,0.44,0.2,0.17,0.19
ACC,43,0.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,43,0.63,0.25,0.56,0.81,0.28,0.11,0.25,0.36,0.44,0.2,0.17,0.19
T50,43,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,43,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,43,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,43,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,43,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,43,0.63,0.25,0.56,0.81,0.28,0.11,0.25,0.36,0.44,0.2,0.17,0.19
DyS,43,0.64,0.43,0.53,0.82,0.26,0.18,0.22,0.34,0.44,0.2,0.17,0.19
DySyn,43,0.45,1.0,1.0,0.95,0.13,0.29,0.29,0.28,0.44,0.2,0.17,0.19
HDy,43,0.62,0.52,0.59,0.92,0.24,0.2,0.22,0.35,0.44,0.2,0.17,0.19
ACC_syn,43,0.41,0.99,0.91,0.92,0.13,0.31,0.28,0.28,0.44,0.2,0.17,0.19
PACC_syn,43,0.41,0.87,0.76,0.88,0.14,0.3,0.26,0.3,0.44,0.2,0.17,0.19
X_syn,43,0.02,0.01,0.02,0.41,0.04,0.02,0.04,0.89,0.44,0.2,0.17,0.19
MAX_syn,43,0.02,0.01,0.02,0.41,0.04,0.02,0.04,0.89,0.44,0.2,0.17,0.19
T50_syn,43,0.38,1.0,1.0,1.0,0.11,0.3,0.3,0.3,0.44,0.2,0.17,0.19
MS_syn,43,0.38,0.99,0.91,0.92,0.12,0.31,0.28,0.29,0.44,0.2,0.17,0.19
MS2_syn,43,0.38,0.99,0.88,0.92,0.12,0.31,0.28,0.29,0.44,0.2,0.17,0.19
SMM_syn,43,0.45,0.95,1.0,0.97,0.13,0.28,0.3,0.29,0.44,0.2,0.17,0.19
HDy_syn,43,0.47,1.0,0.99,0.97,0.14,0.29,0.29,0.28,0.44,0.2,0.17,0.19
DyS_cdt,43,0.64,1.0,0.53,0.82,0.21,0.33,0.18,0.28,0.44,0.2,0.17,0.19
ACC_cdt,43,0.76,0.99,0.0,0.0,0.43,0.57,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,43,0.63,0.87,0.56,0.81,0.22,0.3,0.19,0.28,0.44,0.2,0.17,0.19
X_cdt,43,0.73,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,43,0.75,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,43,0.74,1.0,0.0,0.0,0.43,0.57,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,43,0.75,0.99,0.0,0.0,0.43,0.57,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,43,0.75,0.99,0.0,0.0,0.43,0.57,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,43,0.63,0.95,0.56,0.81,0.21,0.32,0.19,0.27,0.44,0.2,0.17,0.19
HDy_cdt,43,0.62,1.0,0.59,0.92,0.2,0.32,0.19,0.29,0.44,0.2,0.17,0.19
CC2,43,0.63,0.0,0.26,0.11,0.63,0.0,0.26,0.11,0.44,0.2,0.17,0.19
PWK,43,0.37,0.18,0.21,0.24,0.37,0.18,0.21,0.24,0.44,0.2,0.17,0.19
HDx,43,0.24,1.0,1.0,0.78,0.24,1.0,1.0,0.78,0.44,0.2,0.17,0.19
GAC,43,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,43,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.44,0.2,0.17,0.19
FM,43,0.47,0.0,0.0,0.53,0.47,0.0,0.0,0.53,0.44,0.2,0.17,0.19
EMQ,43,0.31,0.34,0.22,0.13,0.31,0.34,0.22,0.13,0.44,0.2,0.17,0.19
KDEyHD,43,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.44,0.2,0.17,0.19
KDEyCS,43,0.0,0.62,0.38,0.0,0.0,0.62,0.38,0.0,0.44,0.2,0.17,0.19
KDEyML,43,0.0,0.0,0.19,0.81,0.0,0.0,0.19,0.81,0.44,0.2,0.17,0.19
CC,44,0.41,1.0,0.93,0.87,0.13,0.31,0.29,0.27,0.44,0.2,0.17,0.19
PCC,44,0.43,0.88,0.81,0.86,0.15,0.3,0.27,0.29,0.44,0.2,0.17,0.19
ACC,44,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,44,0.54,0.61,0.69,0.76,0.21,0.24,0.26,0.29,0.44,0.2,0.17,0.19
T50,44,0.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,44,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,44,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,44,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,44,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,44,0.54,0.61,0.69,0.76,0.21,0.23,0.27,0.29,0.44,0.2,0.17,0.19
DyS,44,0.52,0.54,0.7,0.79,0.2,0.21,0.28,0.31,0.44,0.2,0.17,0.19
DySyn,44,0.38,1.0,1.0,0.95,0.11,0.3,0.3,0.29,0.44,0.2,0.17,0.19
HDy,44,0.47,0.61,0.78,0.9,0.17,0.22,0.28,0.33,0.44,0.2,0.17,0.19
ACC_syn,44,0.36,1.0,0.92,0.87,0.11,0.32,0.29,0.28,0.44,0.2,0.17,0.19
PACC_syn,44,0.38,0.88,0.79,0.86,0.13,0.3,0.27,0.29,0.44,0.2,0.17,0.19
X_syn,44,0.0,0.01,0.01,0.46,0.0,0.02,0.02,0.96,0.44,0.2,0.17,0.19
MAX_syn,44,0.0,0.01,0.01,0.46,0.0,0.02,0.02,0.96,0.44,0.2,0.17,0.19
T50_syn,44,0.25,1.0,1.0,1.0,0.08,0.31,0.31,0.31,0.44,0.2,0.17,0.19
MS_syn,44,0.29,1.0,0.92,0.87,0.09,0.32,0.3,0.28,0.44,0.2,0.17,0.19
MS2_syn,44,0.3,1.0,0.89,0.87,0.1,0.33,0.29,0.28,0.44,0.2,0.17,0.19
SMM_syn,44,0.37,0.96,1.0,0.94,0.11,0.29,0.31,0.29,0.44,0.2,0.17,0.19
HDy_syn,44,0.37,1.0,1.0,0.97,0.11,0.3,0.3,0.29,0.44,0.2,0.17,0.19
DyS_cdt,44,0.52,1.0,0.7,0.79,0.17,0.33,0.23,0.26,0.44,0.2,0.17,0.19
ACC_cdt,44,0.85,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,44,0.54,0.88,0.69,0.76,0.19,0.31,0.24,0.27,0.44,0.2,0.17,0.19
X_cdt,44,0.78,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,44,0.77,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,44,0.72,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,44,0.82,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,44,0.84,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,44,0.54,0.96,0.69,0.76,0.18,0.33,0.23,0.26,0.44,0.2,0.17,0.19
HDy_cdt,44,0.47,1.0,0.78,0.9,0.15,0.32,0.25,0.29,0.44,0.2,0.17,0.19
CC2,44,0.67,0.01,0.16,0.16,0.67,0.01,0.16,0.16,0.44,0.2,0.17,0.19
PWK,44,0.39,0.24,0.18,0.19,0.39,0.24,0.18,0.19,0.44,0.2,0.17,0.19
HDx,44,0.51,1.0,0.89,0.76,0.51,1.0,0.89,0.76,0.44,0.2,0.17,0.19
GAC,44,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,44,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.44,0.2,0.17,0.19
FM,44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
EMQ,44,0.44,0.31,0.0,0.25,0.44,0.31,0.0,0.25,0.44,0.2,0.17,0.19
KDEyHD,44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
KDEyCS,44,0.23,0.0,0.28,0.49,0.23,0.0,0.28,0.49,0.44,0.2,0.17,0.19
KDEyML,44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
CC,45,0.42,1.0,0.89,0.87,0.13,0.31,0.28,0.27,0.44,0.2,0.17,0.19
PCC,45,0.46,0.88,0.79,0.86,0.15,0.3,0.26,0.29,0.44,0.2,0.17,0.19
ACC,45,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,45,0.6,0.64,0.57,0.76,0.23,0.25,0.22,0.3,0.44,0.2,0.17,0.19
T50,45,0.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,45,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,45,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,45,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,45,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,45,0.6,0.64,0.57,0.76,0.23,0.25,0.22,0.3,0.44,0.2,0.17,0.19
DyS,45,0.57,0.48,0.66,0.78,0.23,0.19,0.26,0.31,0.44,0.2,0.17,0.19
DySyn,45,0.41,1.0,1.0,0.94,0.12,0.3,0.3,0.28,0.44,0.2,0.17,0.19
HDy,45,0.54,0.59,0.71,0.87,0.2,0.22,0.26,0.32,0.44,0.2,0.17,0.19
ACC_syn,45,0.38,1.0,0.88,0.87,0.12,0.32,0.28,0.28,0.44,0.2,0.17,0.19
PACC_syn,45,0.4,0.88,0.77,0.86,0.14,0.3,0.27,0.29,0.44,0.2,0.17,0.19
X_syn,45,0.0,0.02,0.01,0.42,0.0,0.04,0.02,0.93,0.44,0.2,0.17,0.19
MAX_syn,45,0.0,0.02,0.01,0.42,0.0,0.04,0.02,0.93,0.44,0.2,0.17,0.19
T50_syn,45,0.28,1.0,0.98,1.0,0.09,0.31,0.3,0.31,0.44,0.2,0.17,0.19
MS_syn,45,0.34,1.0,0.88,0.87,0.11,0.32,0.29,0.28,0.44,0.2,0.17,0.19
MS2_syn,45,0.34,1.0,0.86,0.87,0.11,0.33,0.28,0.28,0.44,0.2,0.17,0.19
SMM_syn,45,0.44,0.98,1.0,0.93,0.13,0.29,0.3,0.28,0.44,0.2,0.17,0.19
HDy_syn,45,0.4,1.0,0.99,0.97,0.12,0.3,0.29,0.29,0.44,0.2,0.17,0.19
DyS_cdt,45,0.57,1.0,0.66,0.78,0.19,0.33,0.22,0.26,0.44,0.2,0.17,0.19
ACC_cdt,45,0.83,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,45,0.6,0.88,0.57,0.76,0.21,0.31,0.2,0.27,0.44,0.2,0.17,0.19
X_cdt,45,0.74,0.02,0.0,0.0,0.97,0.03,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,45,0.73,0.02,0.0,0.0,0.97,0.03,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,45,0.72,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,45,0.78,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,45,0.8,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,45,0.6,0.98,0.57,0.76,0.21,0.34,0.2,0.26,0.44,0.2,0.17,0.19
HDy_cdt,45,0.54,1.0,0.71,0.87,0.17,0.32,0.23,0.28,0.44,0.2,0.17,0.19
CC2,45,0.64,0.01,0.19,0.16,0.64,0.01,0.19,0.16,0.44,0.2,0.17,0.19
PWK,45,0.28,0.18,0.23,0.31,0.28,0.18,0.23,0.31,0.44,0.2,0.17,0.19
HDx,45,0.0,1.0,1.0,0.91,0.0,1.0,1.0,0.91,0.44,0.2,0.17,0.19
GAC,45,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,45,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.44,0.2,0.17,0.19
FM,45,0.46,0.0,0.0,0.54,0.46,0.0,0.0,0.54,0.44,0.2,0.17,0.19
EMQ,45,0.43,0.19,0.18,0.2,0.43,0.19,0.18,0.2,0.44,0.2,0.17,0.19
KDEyHD,45,0.26,0.0,0.34,0.41,0.26,0.0,0.34,0.41,0.44,0.2,0.17,0.19
KDEyCS,45,0.0,0.0,0.31,0.69,0.0,0.0,0.31,0.69,0.44,0.2,0.17,0.19
KDEyML,45,0.0,0.0,0.64,0.36,0.0,0.0,0.64,0.36,0.44,0.2,0.17,0.19
CC,46,0.41,1.0,0.92,0.9,0.13,0.31,0.28,0.28,0.44,0.2,0.17,0.19
PCC,46,0.44,0.88,0.8,0.88,0.15,0.29,0.27,0.29,0.44,0.2,0.17,0.19
ACC,46,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,46,0.55,0.66,0.66,0.82,0.2,0.25,0.24,0.31,0.44,0.2,0.17,0.19
T50,46,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,46,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,46,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,46,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,46,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,46,0.55,0.66,0.66,0.82,0.2,0.25,0.25,0.3,0.44,0.2,0.17,0.19
DyS,46,0.55,0.45,0.66,0.82,0.22,0.18,0.27,0.33,0.44,0.2,0.17,0.19
DySyn,46,0.38,1.0,1.0,0.98,0.11,0.3,0.3,0.29,0.44,0.2,0.17,0.19
HDy,46,0.5,0.45,0.76,0.92,0.19,0.17,0.29,0.35,0.44,0.2,0.17,0.19
ACC_syn,46,0.32,1.0,0.91,0.9,0.1,0.32,0.29,0.29,0.44,0.2,0.17,0.19
PACC_syn,46,0.39,0.88,0.79,0.88,0.13,0.3,0.27,0.3,0.44,0.2,0.17,0.19
X_syn,46,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
MAX_syn,46,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
T50_syn,46,0.38,1.0,1.0,1.0,0.11,0.3,0.3,0.3,0.44,0.2,0.17,0.19
MS_syn,46,0.29,1.0,0.91,0.9,0.09,0.32,0.29,0.29,0.44,0.2,0.17,0.19
MS2_syn,46,0.31,1.0,0.89,0.9,0.1,0.32,0.29,0.29,0.44,0.2,0.17,0.19
SMM_syn,46,0.4,0.97,1.0,0.97,0.12,0.29,0.3,0.29,0.44,0.2,0.17,0.19
HDy_syn,46,0.38,1.0,1.0,0.99,0.11,0.3,0.3,0.29,0.44,0.2,0.17,0.19
DyS_cdt,46,0.55,1.0,0.66,0.82,0.18,0.33,0.22,0.27,0.44,0.2,0.17,0.19
ACC_cdt,46,0.85,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,46,0.55,0.88,0.66,0.82,0.19,0.3,0.23,0.28,0.44,0.2,0.17,0.19
X_cdt,46,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX_cdt,46,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
T50_cdt,46,0.79,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.44,0.2,0.17,0.19
MS_cdt,46,0.83,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
MS2_cdt,46,0.82,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
SMM_cdt,46,0.55,0.97,0.66,0.82,0.18,0.32,0.22,0.27,0.44,0.2,0.17,0.19
HDy_cdt,46,0.5,1.0,0.76,0.92,0.16,0.31,0.24,0.29,0.44,0.2,0.17,0.19
CC2,46,0.68,0.0,0.2,0.12,0.68,0.0,0.2,0.12,0.44,0.2,0.17,0.19
PWK,46,0.37,0.21,0.25,0.17,0.37,0.21,0.25,0.17,0.44,0.2,0.17,0.19
HDx,46,0.03,1.0,1.0,0.8,0.03,1.0,1.0,0.8,0.44,0.2,0.17,0.19
GAC,46,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.44,0.2,0.17,0.19
GPAC,46,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.44,0.2,0.17,0.19
FM,46,0.44,0.0,0.0,0.56,0.44,0.0,0.0,0.56,0.44,0.2,0.17,0.19
EMQ,46,0.4,0.28,0.17,0.15,0.4,0.28,0.17,0.15,0.44,0.2,0.17,0.19
KDEyHD,46,0.0,0.77,0.0,0.23,0.0,0.77,0.0,0.23,0.44,0.2,0.17,0.19
KDEyCS,46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44,0.2,0.17,0.19
KDEyML,46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44,0.2,0.17,0.19
CC,47,0.43,1.0,0.92,0.89,0.13,0.31,0.28,0.27,0.44,0.2,0.17,0.19
PCC,47,0.44,0.9,0.8,0.87,0.15,0.3,0.26,0.29,0.44,0.2,0.17,0.19
ACC,47,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
PACC,47,0.54,1.0,0.61,0.8,0.18,0.34,0.21,0.27,0.44,0.2,0.17,0.19
T50,47,0.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MAX,47,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS,47,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
MS2,47,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
X,47,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44,0.2,0.17,0.19
SMM,47,0.54,1.0,0.61,0.8,0.18,0.34,0.21,0.27,0.44,0.2,0.17,0.19
DyS,47,0.53,1.0,0.64,0.81,0.18,0.34,0.22,0.27,0.44,0.2,0.17,0.19
DySyn,47,0.4,1.0,1.0,0.97,0.12,0.3,0.3,0.29,0.44,0.2,0.17,0.19
HDy,47,0.46,1.0,0.71,0.9,0.15,0.33,0.23,0.29,0.44,0.2,0.17,0.19
ACC_syn,47,0.37,1.0,0.91,0.89,0.12,0.31,0.29,0.28,0.44,0.2,0.17,0.19
PACC_syn,47,0.36,0.9,0.78,0.87,0.12,0.31,0.27,0.3,0.44,0.2,0.17,0.19
X_syn,47,0.0,0.03,0.01,0.5,0.0,0.06,0.02,0.93,0.44,0.2,0.17,0.19
MAX_syn,47,0.0,0.03,0.01,0.5,0.0,0.06,0.02,0.93,0.44,0.2,0.17,0.19
T50_syn,47,0.24,1.0,0.98,1.0,0.08,0.31,0.3,0.31,0.44,0.2,0.17,0.19
MS_syn,47,0.31,1.0,0.91,0.89,0.1,0.32,0.29,0.29,0.44,0.2,0.17,0.19
MS2_syn,47,0.3,1.0,0.88,0.89,0.1,0.33,0.29,0.29,0.44,0.2,0.17,0.19
SMM_syn,47,0.37,0.99,1.0,0.95,0.11,0.3,0.3,0.29,0.44,0.2,0.17,0.19
HDy_syn,47,0.36,1.0,0.99,0.98,0.11,0.3,0.3,0.29,0.44,0.2,0.17,0.19
DyS_cdt,47,0.53,1.0,0.64,0.81,0.18,0.34,0.22,0.27,0.44,0.2,0.17,0.19
ACC_cdt,47,0.81,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.44,0.2,0.17,0.19
PACC_cdt,47,0.54,0.9,0.61,0.8,0.19,0.32,0.21,0.28,0.44,0.2,0.17,0.19
