qnt,batch_index,c0_p,c1_p,c2_p,c3_p,c0_p_normalized,c1_p_normalized,c2_p_normalized,c3_p_normalized,c0_real,c1_real,c2_real,c3_real
EMQ,470,0.57,0.0,0.27,0.16,0.57,0.0,0.27,0.16,0.49,0.08,0.36,0.07
KDEyHD,470,0.99,0.0,0.0,0.01,0.99,0.0,0.0,0.01,0.49,0.08,0.36,0.07
KDEyCS,470,0.92,0.0,0.08,0.0,0.92,0.0,0.08,0.0,0.49,0.08,0.36,0.07
KDEyML,470,0.0,0.0,0.68,0.32,0.0,0.0,0.68,0.32,0.49,0.08,0.36,0.07
CC,471,0.46,1.0,0.87,0.9,0.14,0.31,0.27,0.28,0.49,0.08,0.36,0.07
PCC,471,0.45,0.89,0.78,0.87,0.15,0.3,0.26,0.29,0.49,0.08,0.36,0.07
ACC,471,0.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
PACC,471,0.58,0.83,0.54,0.79,0.21,0.3,0.2,0.29,0.49,0.08,0.36,0.07
T50,471,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MAX,471,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS,471,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS2,471,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
X,471,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
SMM,471,0.58,0.83,0.54,0.79,0.21,0.3,0.2,0.29,0.49,0.08,0.36,0.07
DyS,471,0.56,0.67,0.64,0.79,0.21,0.25,0.24,0.3,0.49,0.08,0.36,0.07
DySyn,471,0.44,1.0,1.0,0.98,0.13,0.29,0.29,0.29,0.49,0.08,0.36,0.07
HDy,471,0.51,0.64,0.71,0.88,0.19,0.23,0.26,0.32,0.49,0.08,0.36,0.07
ACC_syn,471,0.4,1.0,0.86,0.9,0.13,0.32,0.27,0.28,0.49,0.08,0.36,0.07
PACC_syn,471,0.39,0.89,0.76,0.87,0.13,0.31,0.26,0.3,0.49,0.08,0.36,0.07
X_syn,471,0.01,0.0,0.0,0.43,0.02,0.0,0.0,0.98,0.49,0.08,0.36,0.07
MAX_syn,471,0.01,0.0,0.0,0.43,0.02,0.0,0.0,0.98,0.49,0.08,0.36,0.07
T50_syn,471,0.26,1.0,1.0,1.0,0.08,0.31,0.31,0.31,0.49,0.08,0.36,0.07
MS_syn,471,0.33,1.0,0.86,0.9,0.11,0.32,0.28,0.29,0.49,0.08,0.36,0.07
MS2_syn,471,0.34,1.0,0.83,0.9,0.11,0.33,0.27,0.29,0.49,0.08,0.36,0.07
SMM_syn,471,0.43,0.98,1.0,0.96,0.13,0.29,0.3,0.28,0.49,0.08,0.36,0.07
HDy_syn,471,0.44,1.0,0.99,0.98,0.13,0.29,0.29,0.29,0.49,0.08,0.36,0.07
DyS_cdt,471,0.56,1.0,0.64,0.79,0.19,0.33,0.21,0.26,0.49,0.08,0.36,0.07
ACC_cdt,471,0.76,1.0,0.0,0.0,0.43,0.57,0.0,0.0,0.49,0.08,0.36,0.07
PACC_cdt,471,0.58,0.89,0.54,0.79,0.21,0.32,0.19,0.28,0.49,0.08,0.36,0.07
X_cdt,471,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MAX_cdt,471,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
T50_cdt,471,0.77,1.0,0.0,0.0,0.43,0.57,0.0,0.0,0.49,0.08,0.36,0.07
MS_cdt,471,0.79,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.49,0.08,0.36,0.07
MS2_cdt,471,0.78,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.49,0.08,0.36,0.07
SMM_cdt,471,0.58,0.98,0.54,0.79,0.2,0.34,0.19,0.27,0.49,0.08,0.36,0.07
HDy_cdt,471,0.51,1.0,0.71,0.88,0.16,0.32,0.23,0.28,0.49,0.08,0.36,0.07
CC2,471,0.63,0.0,0.25,0.12,0.63,0.0,0.25,0.12,0.49,0.08,0.36,0.07
PWK,471,0.37,0.15,0.25,0.23,0.37,0.15,0.25,0.23,0.49,0.08,0.36,0.07
HDx,471,0.0,1.0,1.0,0.92,0.0,1.0,1.0,0.92,0.49,0.08,0.36,0.07
GAC,471,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.49,0.08,0.36,0.07
GPAC,471,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.49,0.08,0.36,0.07
FM,471,0.51,0.0,0.0,0.49,0.51,0.0,0.0,0.49,0.49,0.08,0.36,0.07
EMQ,471,0.51,0.01,0.34,0.14,0.51,0.01,0.34,0.14,0.49,0.08,0.36,0.07
KDEyHD,471,0.14,0.0,0.0,0.86,0.14,0.0,0.0,0.86,0.49,0.08,0.36,0.07
KDEyCS,471,0.35,0.0,0.36,0.29,0.35,0.0,0.36,0.29,0.49,0.08,0.36,0.07
KDEyML,471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49,0.08,0.36,0.07
CC,472,0.4,1.0,0.9,0.95,0.12,0.31,0.28,0.29,0.49,0.08,0.36,0.07
PCC,472,0.44,0.87,0.79,0.89,0.15,0.29,0.26,0.3,0.49,0.08,0.36,0.07
ACC,472,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
PACC,472,0.54,0.22,0.56,0.86,0.25,0.1,0.26,0.39,0.49,0.08,0.36,0.07
T50,472,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MAX,472,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS,472,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS2,472,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
X,472,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
SMM,472,0.54,0.22,0.56,0.86,0.25,0.1,0.26,0.39,0.49,0.08,0.36,0.07
DyS,472,0.55,0.34,0.61,0.88,0.23,0.14,0.26,0.37,0.49,0.08,0.36,0.07
DySyn,472,0.41,1.0,1.0,0.99,0.12,0.29,0.29,0.29,0.49,0.08,0.36,0.07
HDy,472,0.5,0.39,0.75,0.96,0.19,0.15,0.29,0.37,0.49,0.08,0.36,0.07
ACC_syn,472,0.33,1.0,0.89,0.95,0.11,0.32,0.28,0.3,0.49,0.08,0.36,0.07
PACC_syn,472,0.38,0.87,0.76,0.89,0.13,0.3,0.26,0.31,0.49,0.08,0.36,0.07
X_syn,472,0.02,0.0,0.01,0.45,0.04,0.0,0.02,0.94,0.49,0.08,0.36,0.07
MAX_syn,472,0.02,0.0,0.01,0.45,0.04,0.0,0.02,0.94,0.49,0.08,0.36,0.07
T50_syn,472,0.42,1.0,1.0,1.0,0.12,0.29,0.29,0.29,0.49,0.08,0.36,0.07
MS_syn,472,0.3,1.0,0.89,0.95,0.1,0.32,0.28,0.3,0.49,0.08,0.36,0.07
MS2_syn,472,0.29,1.0,0.84,0.94,0.1,0.32,0.27,0.31,0.49,0.08,0.36,0.07
SMM_syn,472,0.39,0.95,1.0,0.98,0.12,0.29,0.3,0.3,0.49,0.08,0.36,0.07
HDy_syn,472,0.39,1.0,1.0,0.99,0.12,0.3,0.3,0.29,0.49,0.08,0.36,0.07
DyS_cdt,472,0.55,1.0,0.61,0.88,0.18,0.33,0.2,0.29,0.49,0.08,0.36,0.07
ACC_cdt,472,0.87,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.49,0.08,0.36,0.07
PACC_cdt,472,0.54,0.87,0.56,0.86,0.19,0.31,0.2,0.3,0.49,0.08,0.36,0.07
X_cdt,472,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MAX_cdt,472,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
T50_cdt,472,0.84,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.49,0.08,0.36,0.07
MS_cdt,472,0.85,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.49,0.08,0.36,0.07
MS2_cdt,472,0.84,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.49,0.08,0.36,0.07
SMM_cdt,472,0.54,0.95,0.56,0.86,0.19,0.33,0.19,0.3,0.49,0.08,0.36,0.07
HDy_cdt,472,0.5,1.0,0.75,0.96,0.16,0.31,0.23,0.3,0.49,0.08,0.36,0.07
CC2,472,0.68,0.02,0.18,0.12,0.68,0.02,0.18,0.12,0.49,0.08,0.36,0.07
PWK,472,0.37,0.29,0.16,0.18,0.37,0.29,0.16,0.18,0.49,0.08,0.36,0.07
HDx,472,0.0,1.0,1.0,0.83,0.0,1.0,1.0,0.83,0.49,0.08,0.36,0.07
GAC,472,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.49,0.08,0.36,0.07
GPAC,472,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.49,0.08,0.36,0.07
FM,472,0.42,0.0,0.0,0.58,0.42,0.0,0.0,0.58,0.49,0.08,0.36,0.07
EMQ,472,0.41,0.23,0.3,0.06,0.41,0.23,0.3,0.06,0.49,0.08,0.36,0.07
KDEyHD,472,0.0,0.0,0.49,0.51,0.0,0.0,0.49,0.51,0.49,0.08,0.36,0.07
KDEyCS,472,0.0,0.37,0.31,0.32,0.0,0.37,0.31,0.32,0.49,0.08,0.36,0.07
KDEyML,472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49,0.08,0.36,0.07
CC,473,0.4,1.0,0.97,0.92,0.12,0.3,0.29,0.28,0.49,0.08,0.36,0.07
PCC,473,0.41,0.88,0.83,0.91,0.14,0.29,0.27,0.3,0.49,0.08,0.36,0.07
ACC,473,0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
PACC,473,0.48,0.62,0.8,0.89,0.17,0.22,0.29,0.32,0.49,0.08,0.36,0.07
T50,473,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MAX,473,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS,473,0.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS2,473,0.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
X,473,0.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
SMM,473,0.48,0.62,0.8,0.89,0.17,0.22,0.29,0.32,0.49,0.08,0.36,0.07
DyS,473,0.49,0.48,0.73,0.91,0.19,0.18,0.28,0.35,0.49,0.08,0.36,0.07
DySyn,473,0.27,1.0,1.0,0.98,0.08,0.31,0.31,0.3,0.49,0.08,0.36,0.07
HDy,473,0.47,0.45,0.81,0.99,0.17,0.17,0.3,0.36,0.49,0.08,0.36,0.07
ACC_syn,473,0.34,1.0,0.97,0.92,0.11,0.31,0.3,0.28,0.49,0.08,0.36,0.07
PACC_syn,473,0.2,0.88,0.81,0.91,0.07,0.32,0.29,0.32,0.49,0.08,0.36,0.07
X_syn,473,0.0,0.01,0.01,0.44,0.0,0.02,0.02,0.96,0.49,0.08,0.36,0.07
MAX_syn,473,0.0,0.01,0.01,0.44,0.0,0.02,0.02,0.96,0.49,0.08,0.36,0.07
T50_syn,473,0.36,1.0,1.0,1.0,0.11,0.3,0.3,0.3,0.49,0.08,0.36,0.07
MS_syn,473,0.26,1.0,0.97,0.92,0.08,0.32,0.31,0.29,0.49,0.08,0.36,0.07
MS2_syn,473,0.28,1.0,0.95,0.92,0.09,0.32,0.3,0.29,0.49,0.08,0.36,0.07
SMM_syn,473,0.33,0.97,1.0,0.99,0.1,0.29,0.3,0.3,0.49,0.08,0.36,0.07
HDy_syn,473,0.02,1.0,1.0,0.99,0.01,0.33,0.33,0.33,0.49,0.08,0.36,0.07
DyS_cdt,473,0.49,1.0,0.73,0.91,0.16,0.32,0.23,0.29,0.49,0.08,0.36,0.07
ACC_cdt,473,0.87,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.49,0.08,0.36,0.07
PACC_cdt,473,0.48,0.88,0.8,0.89,0.16,0.29,0.26,0.29,0.49,0.08,0.36,0.07
X_cdt,473,0.93,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.49,0.08,0.36,0.07
MAX_cdt,473,0.9,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.49,0.08,0.36,0.07
T50_cdt,473,0.95,1.0,0.0,0.0,0.49,0.51,0.0,0.0,0.49,0.08,0.36,0.07
MS_cdt,473,0.91,1.0,0.0,0.0,0.48,0.52,0.0,0.0,0.49,0.08,0.36,0.07
MS2_cdt,473,0.91,1.0,0.0,0.0,0.48,0.52,0.0,0.0,0.49,0.08,0.36,0.07
SMM_cdt,473,0.48,0.97,0.8,0.89,0.15,0.31,0.25,0.28,0.49,0.08,0.36,0.07
HDy_cdt,473,0.47,1.0,0.81,0.99,0.14,0.31,0.25,0.3,0.49,0.08,0.36,0.07
CC2,473,0.73,0.0,0.16,0.11,0.73,0.0,0.16,0.11,0.49,0.08,0.36,0.07
PWK,473,0.38,0.23,0.22,0.17,0.38,0.23,0.22,0.17,0.49,0.08,0.36,0.07
HDx,473,0.12,1.0,1.0,0.87,0.12,1.0,1.0,0.87,0.49,0.08,0.36,0.07
GAC,473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49,0.08,0.36,0.07
GPAC,473,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.49,0.08,0.36,0.07
FM,473,0.56,0.0,0.0,0.44,0.56,0.0,0.0,0.44,0.49,0.08,0.36,0.07
EMQ,473,0.37,0.5,0.01,0.12,0.37,0.5,0.01,0.12,0.49,0.08,0.36,0.07
KDEyHD,473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49,0.08,0.36,0.07
KDEyCS,473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49,0.08,0.36,0.07
KDEyML,473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.49,0.08,0.36,0.07
CC,474,0.44,1.0,0.93,0.88,0.14,0.31,0.29,0.27,0.49,0.08,0.36,0.07
PCC,474,0.46,0.87,0.78,0.87,0.15,0.29,0.26,0.29,0.49,0.08,0.36,0.07
ACC,474,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
PACC,474,0.6,0.34,0.5,0.79,0.27,0.15,0.22,0.35,0.49,0.08,0.36,0.07
T50,474,0.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MAX,474,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS,474,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
MS2,474,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
X,474,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49,0.08,0.36,0.07
SMM,474,0.6,0.34,0.5,0.79,0.27,0.15,0.22,0.35,0.49,0.08,0.36,0.07
DyS,474,0.59,0.34,0.57,0.81,0.26,0.15,0.25,0.35,0.49,0.08,0.36,0.07
DySyn,474,0.42,1.0,0.99,0.95,0.12,0.3,0.29,0.28,0.49,0.08,0.36,0.07
HDy,474,0.58,0.51,0.67,0.9,0.22,0.19,0.25,0.34,0.49,0.08,0.36,0.07
ACC_syn,474,0.38,1.0,0.92,0.88,0.12,0.31,0.29,0.28,0.49,0.08,0.36,0.07
PACC_syn,474,0.41,0.87,0.75,0.87,0.14,0.3,0.26,0.3,0.49,0.08,0.36,0.07
X_syn,474,0.0,0.02,0.02,0.43,0.0,0.04,0.04,0.91,0.49,0.08,0.36,0.07
MAX_syn,474,0.0,0.02,0.02,0.43,0.0,0.04,0.04,0.91,0.49,0.08,0.36,0.07
T50_syn,474,0.32,1.0,0.96,0.98,0.1,0.31,0.29,0.3,0.49,0.08,0.36,0.07
MS_syn,474,0.35,1.0,0.92,0.88,0.11,0.32,0.29,0.28,0.49,0.08,0.36,0.07
MS2_syn,474,0.33,1.0,0.87,0.88,0.11,0.33,0.28,0.28,0.49,0.08,0.36,0.07
SMM_syn,474,0.44,0.96,1.0,0.95,0.13,0.29,0.3,0.28,0.49,0.08,0.36,0.07
HDy_syn,474,0.44,1.0,0.99,0.97,0.13,0.29,0.29,0.29,0.49,0.08,0.36,0.07
DyS_cdt,474,0.59,1.0,0.57,0.81,0.2,0.34,0.19,0.27,0.49,0.08,0.36,0.07
ACC_cdt,474,0.8,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.49,0.08,0.36,0.07
PACC_cdt,474,0.6,0.87,0.5,0.79,0.22,0.32,0.18,0.29,0.49,0.08,0.36,0.07
X_cdt,474,0.83,0.02,0.0,0.0,0.98,0.02,0.0,0.0,0.49,0.08,0.36,0.07
MAX_cdt,474,0.82,0.02,0.0,0.0,0.98,0.02,0.0,0.0,0.49,0.08,0.36,0.07
T50_cdt,474,0.72,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.49,0.08,0.36,0.07
