qnt,batch_index,t,c0_p,c1_p,c0_p_normalized,c1_p_normalized,c0_real,c1_real
HDy,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
ACC_syn,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
PACC_syn,16,0.5510204081632653,0.69,0.31,0.69,0.31,0.71,0.29
X_syn,16,0.5510204081632653,0.6,0.4,0.6,0.4,0.71,0.29
MAX_syn,16,0.5510204081632653,0.6,0.4,0.6,0.4,0.71,0.29
T50_syn,16,0.5510204081632653,0.43,0.57,0.43,0.57,0.71,0.29
MS_syn,16,0.5510204081632653,0.69,0.31,0.69,0.31,0.71,0.29
MS2_syn,16,0.5510204081632653,0.69,0.31,0.69,0.31,0.71,0.29
SMM_syn,16,0.5510204081632653,0.74,0.26,0.74,0.26,0.71,0.29
HDy_syn,16,0.5510204081632653,0.67,0.33,0.67,0.33,0.71,0.29
DyS_cdt,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
ACC_cdt,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
PACC_cdt,16,0.5510204081632653,0.71,0.29,0.71,0.29,0.71,0.29
X_cdt,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
MAX_cdt,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
T50_cdt,16,0.5510204081632653,0.71,0.29,0.71,0.29,0.71,0.29
MS_cdt,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
MS2_cdt,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
SMM_cdt,16,0.5510204081632653,0.71,0.29,0.71,0.29,0.71,0.29
HDy_cdt,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
CC2,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
PWK,16,0.5510204081632653,0.7,0.3,0.7,0.3,0.71,0.29
HDx,16,0.5510204081632653,0.72,0.28,0.72,0.28,0.71,0.29
GAC,16,0.5510204081632653,1.0,0.0,1.0,0.0,0.71,0.29
GPAC,16,0.5510204081632653,1.0,0.0,1.0,0.0,0.71,0.29
FM,16,0.5510204081632653,1.0,0.0,1.0,0.0,0.71,0.29
EMQ,16,0.5510204081632653,0.71,0.29,0.71,0.29,0.71,0.29
KDEyHD,16,0.5510204081632653,1.0,0.0,1.0,0.0,0.71,0.29
KDEyCS,16,0.5510204081632653,1.0,0.0,1.0,0.0,0.71,0.29
KDEyML,16,0.5510204081632653,1.0,0.0,1.0,0.0,0.71,0.29
CC,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
PCC,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
ACC,17,0.5714285714285714,0.51,0.49,0.51,0.49,0.51,0.49
PACC,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
T50,17,0.5714285714285714,0.51,0.49,0.51,0.49,0.51,0.49
MAX,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
MS,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
MS2,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
X,17,0.5714285714285714,0.51,0.49,0.51,0.49,0.51,0.49
SMM,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
DyS,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
DySyn,17,0.5714285714285714,0.49,0.51,0.49,0.51,0.51,0.49
HDy,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
ACC_syn,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
PACC_syn,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
X_syn,17,0.5714285714285714,0.41,0.59,0.41,0.59,0.51,0.49
MAX_syn,17,0.5714285714285714,0.41,0.59,0.41,0.59,0.51,0.49
T50_syn,17,0.5714285714285714,0.14,0.86,0.14,0.86,0.51,0.49
MS_syn,17,0.5714285714285714,0.49,0.51,0.49,0.51,0.51,0.49
MS2_syn,17,0.5714285714285714,0.49,0.51,0.49,0.51,0.51,0.49
SMM_syn,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
HDy_syn,17,0.5714285714285714,0.48,0.52,0.48,0.52,0.51,0.49
DyS_cdt,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
ACC_cdt,17,0.5714285714285714,0.51,0.49,0.51,0.49,0.51,0.49
PACC_cdt,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
X_cdt,17,0.5714285714285714,0.51,0.49,0.51,0.49,0.51,0.49
MAX_cdt,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
T50_cdt,17,0.5714285714285714,0.51,0.49,0.51,0.49,0.51,0.49
MS_cdt,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
MS2_cdt,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
SMM_cdt,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
HDy_cdt,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
CC2,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
PWK,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
HDx,17,0.5714285714285714,0.51,0.49,0.51,0.49,0.51,0.49
GAC,17,0.5714285714285714,0.91,0.09,0.91,0.09,0.51,0.49
GPAC,17,0.5714285714285714,0.89,0.11,0.89,0.11,0.51,0.49
FM,17,0.5714285714285714,0.91,0.09,0.91,0.09,0.51,0.49
EMQ,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
KDEyHD,17,0.5714285714285714,0.5,0.5,0.5,0.5,0.51,0.49
KDEyCS,17,0.5714285714285714,0.92,0.08,0.92,0.08,0.51,0.49
KDEyML,17,0.5714285714285714,0.66,0.34,0.66,0.34,0.51,0.49
CC,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
PCC,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
ACC,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
PACC,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
T50,18,0.5918367346938775,0.64,0.36,0.64,0.36,0.66,0.34
MAX,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
MS,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
MS2,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
X,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
SMM,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
DyS,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
DySyn,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
HDy,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
ACC_syn,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
PACC_syn,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
X_syn,18,0.5918367346938775,0.58,0.42,0.58,0.42,0.66,0.34
MAX_syn,18,0.5918367346938775,0.58,0.42,0.58,0.42,0.66,0.34
T50_syn,18,0.5918367346938775,0.36,0.64,0.36,0.64,0.66,0.34
MS_syn,18,0.5918367346938775,0.65,0.35,0.65,0.35,0.66,0.34
MS2_syn,18,0.5918367346938775,0.65,0.35,0.65,0.35,0.66,0.34
SMM_syn,18,0.5918367346938775,0.7,0.3,0.7,0.3,0.66,0.34
HDy_syn,18,0.5918367346938775,0.7,0.3,0.7,0.3,0.66,0.34
DyS_cdt,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
ACC_cdt,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
PACC_cdt,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
X_cdt,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
MAX_cdt,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
T50_cdt,18,0.5918367346938775,0.64,0.36,0.64,0.36,0.66,0.34
MS_cdt,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
MS2_cdt,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
SMM_cdt,18,0.5918367346938775,0.67,0.33,0.67,0.33,0.66,0.34
HDy_cdt,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
CC2,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
PWK,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
HDx,18,0.5918367346938775,0.69,0.31,0.69,0.31,0.66,0.34
GAC,18,0.5918367346938775,1.0,0.0,1.0,0.0,0.66,0.34
GPAC,18,0.5918367346938775,1.0,0.0,1.0,0.0,0.66,0.34
FM,18,0.5918367346938775,1.0,0.0,1.0,0.0,0.66,0.34
EMQ,18,0.5918367346938775,0.66,0.34,0.66,0.34,0.66,0.34
KDEyHD,18,0.5918367346938775,1.0,0.0,1.0,0.0,0.66,0.34
KDEyCS,18,0.5918367346938775,1.0,0.0,1.0,0.0,0.66,0.34
KDEyML,18,0.5918367346938775,1.0,0.0,1.0,0.0,0.66,0.34
CC,19,0.6122448979591836,0.6,0.4,0.6,0.4,0.6,0.4
PCC,19,0.6122448979591836,0.6,0.4,0.6,0.4,0.6,0.4
ACC,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
PACC,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
T50,19,0.6122448979591836,0.6,0.4,0.6,0.4,0.6,0.4
MAX,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
MS,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
MS2,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
X,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
SMM,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
DyS,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
DySyn,19,0.6122448979591836,0.59,0.41,0.59,0.41,0.6,0.4
HDy,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
ACC_syn,19,0.6122448979591836,0.6,0.4,0.6,0.4,0.6,0.4
PACC_syn,19,0.6122448979591836,0.6,0.4,0.6,0.4,0.6,0.4
X_syn,19,0.6122448979591836,0.51,0.49,0.51,0.49,0.6,0.4
MAX_syn,19,0.6122448979591836,0.51,0.49,0.51,0.49,0.6,0.4
T50_syn,19,0.6122448979591836,0.24,0.76,0.24,0.76,0.6,0.4
MS_syn,19,0.6122448979591836,0.59,0.41,0.59,0.41,0.6,0.4
MS2_syn,19,0.6122448979591836,0.59,0.41,0.59,0.41,0.6,0.4
SMM_syn,19,0.6122448979591836,0.63,0.37,0.63,0.37,0.6,0.4
HDy_syn,19,0.6122448979591836,0.57,0.43,0.57,0.43,0.6,0.4
DyS_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
ACC_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
PACC_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
X_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
MAX_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
T50_cdt,19,0.6122448979591836,0.6,0.4,0.6,0.4,0.6,0.4
MS_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
MS2_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
SMM_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
HDy_cdt,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
CC2,19,0.6122448979591836,0.6,0.4,0.6,0.4,0.6,0.4
PWK,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
HDx,19,0.6122448979591836,0.62,0.38,0.62,0.38,0.6,0.4
GAC,19,0.6122448979591836,1.0,0.0,1.0,0.0,0.6,0.4
GPAC,19,0.6122448979591836,1.0,0.0,1.0,0.0,0.6,0.4
FM,19,0.6122448979591836,1.0,0.0,1.0,0.0,0.6,0.4
EMQ,19,0.6122448979591836,0.61,0.39,0.61,0.39,0.6,0.4
KDEyHD,19,0.6122448979591836,1.0,0.0,1.0,0.0,0.6,0.4
KDEyCS,19,0.6122448979591836,1.0,0.0,1.0,0.0,0.6,0.4
KDEyML,19,0.6122448979591836,1.0,0.0,1.0,0.0,0.6,0.4
CC,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
PCC,20,0.6326530612244897,0.61,0.39,0.61,0.39,0.62,0.38
ACC,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
PACC,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
T50,20,0.6326530612244897,0.61,0.39,0.61,0.39,0.62,0.38
MAX,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
MS,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
MS2,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
X,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
SMM,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
DyS,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
DySyn,20,0.6326530612244897,0.61,0.39,0.61,0.39,0.62,0.38
HDy,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
ACC_syn,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
PACC_syn,20,0.6326530612244897,0.61,0.39,0.61,0.39,0.62,0.38
X_syn,20,0.6326530612244897,0.52,0.48,0.52,0.48,0.62,0.38
MAX_syn,20,0.6326530612244897,0.52,0.48,0.52,0.48,0.62,0.38
T50_syn,20,0.6326530612244897,0.3,0.7,0.3,0.7,0.62,0.38
MS_syn,20,0.6326530612244897,0.6,0.4,0.6,0.4,0.62,0.38
MS2_syn,20,0.6326530612244897,0.6,0.4,0.6,0.4,0.62,0.38
SMM_syn,20,0.6326530612244897,0.63,0.37,0.63,0.37,0.62,0.38
HDy_syn,20,0.6326530612244897,0.64,0.36,0.64,0.36,0.62,0.38
DyS_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
ACC_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
PACC_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
X_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
MAX_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
T50_cdt,20,0.6326530612244897,0.61,0.39,0.61,0.39,0.62,0.38
MS_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
MS2_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
SMM_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
HDy_cdt,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
CC2,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
PWK,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
HDx,20,0.6326530612244897,0.65,0.35,0.65,0.35,0.62,0.38
GAC,20,0.6326530612244897,1.0,0.0,1.0,0.0,0.62,0.38
GPAC,20,0.6326530612244897,1.0,0.0,1.0,0.0,0.62,0.38
FM,20,0.6326530612244897,1.0,0.0,1.0,0.0,0.62,0.38
EMQ,20,0.6326530612244897,0.62,0.38,0.62,0.38,0.62,0.38
KDEyHD,20,0.6326530612244897,1.0,0.0,1.0,0.0,0.62,0.38
KDEyCS,20,0.6326530612244897,1.0,0.0,1.0,0.0,0.62,0.38
KDEyML,20,0.6326530612244897,1.0,0.0,1.0,0.0,0.62,0.38
CC,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
PCC,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
ACC,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
PACC,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
T50,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
MAX,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
MS,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
MS2,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
X,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
SMM,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
DyS,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
DySyn,21,0.6530612244897959,0.58,0.42,0.58,0.42,0.6,0.4
HDy,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
ACC_syn,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
PACC_syn,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
X_syn,21,0.6530612244897959,0.51,0.49,0.51,0.49,0.6,0.4
MAX_syn,21,0.6530612244897959,0.51,0.49,0.51,0.49,0.6,0.4
T50_syn,21,0.6530612244897959,0.27,0.73,0.27,0.73,0.6,0.4
MS_syn,21,0.6530612244897959,0.59,0.41,0.59,0.41,0.6,0.4
MS2_syn,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
SMM_syn,21,0.6530612244897959,0.63,0.37,0.63,0.37,0.6,0.4
HDy_syn,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
DyS_cdt,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
ACC_cdt,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
PACC_cdt,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
X_cdt,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
MAX_cdt,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
T50_cdt,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
MS_cdt,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
MS2_cdt,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
SMM_cdt,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
HDy_cdt,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
CC2,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
PWK,21,0.6530612244897959,0.6,0.4,0.6,0.4,0.6,0.4
HDx,21,0.6530612244897959,0.62,0.38,0.62,0.38,0.6,0.4
GAC,21,0.6530612244897959,1.0,0.0,1.0,0.0,0.6,0.4
GPAC,21,0.6530612244897959,1.0,0.0,1.0,0.0,0.6,0.4
FM,21,0.6530612244897959,1.0,0.0,1.0,0.0,0.6,0.4
EMQ,21,0.6530612244897959,0.61,0.39,0.61,0.39,0.6,0.4
KDEyHD,21,0.6530612244897959,1.0,0.0,1.0,0.0,0.6,0.4
KDEyCS,21,0.6530612244897959,1.0,0.0,1.0,0.0,0.6,0.4
KDEyML,21,0.6530612244897959,1.0,0.0,1.0,0.0,0.6,0.4
CC,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
PCC,22,0.673469387755102,0.22,0.78,0.22,0.78,0.2,0.8
ACC,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
PACC,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
T50,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
MAX,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
MS,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
MS2,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
X,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
SMM,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
DyS,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
DySyn,22,0.673469387755102,0.23,0.77,0.23,0.77,0.2,0.8
HDy,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
ACC_syn,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
PACC_syn,22,0.673469387755102,0.22,0.78,0.22,0.78,0.2,0.8
X_syn,22,0.673469387755102,0.17,0.83,0.17,0.83,0.2,0.8
MAX_syn,22,0.673469387755102,0.17,0.83,0.17,0.83,0.2,0.8
T50_syn,22,0.673469387755102,0.0,1.0,0.0,1.0,0.2,0.8
MS_syn,22,0.673469387755102,0.2,0.8,0.2,0.8,0.2,0.8
MS2_syn,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
SMM_syn,22,0.673469387755102,0.16,0.84,0.16,0.84,0.2,0.8
HDy_syn,22,0.673469387755102,0.23,0.77,0.23,0.77,0.2,0.8
DyS_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
ACC_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
PACC_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
X_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
MAX_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
T50_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
MS_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
MS2_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
SMM_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
HDy_cdt,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
CC2,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
PWK,22,0.673469387755102,0.22,0.78,0.22,0.78,0.2,0.8
HDx,22,0.673469387755102,0.23,0.77,0.23,0.77,0.2,0.8
GAC,22,0.673469387755102,0.0,1.0,0.0,1.0,0.2,0.8
GPAC,22,0.673469387755102,0.0,1.0,0.0,1.0,0.2,0.8
FM,22,0.673469387755102,0.0,1.0,0.0,1.0,0.2,0.8
EMQ,22,0.673469387755102,0.21,0.79,0.21,0.79,0.2,0.8
KDEyHD,22,0.673469387755102,0.0,1.0,0.0,1.0,0.2,0.8
KDEyCS,22,0.673469387755102,0.0,1.0,0.0,1.0,0.2,0.8
KDEyML,22,0.673469387755102,0.0,1.0,0.0,1.0,0.2,0.8
CC,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
PCC,23,0.6938775510204082,0.31,0.69,0.31,0.69,0.3,0.7
ACC,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
PACC,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
T50,23,0.6938775510204082,0.31,0.69,0.31,0.69,0.3,0.7
MAX,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
MS,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
MS2,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
X,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
SMM,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
DyS,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
DySyn,23,0.6938775510204082,0.29,0.71,0.29,0.71,0.3,0.7
HDy,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
ACC_syn,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
PACC_syn,23,0.6938775510204082,0.31,0.69,0.31,0.69,0.3,0.7
X_syn,23,0.6938775510204082,0.26,0.74,0.26,0.74,0.3,0.7
MAX_syn,23,0.6938775510204082,0.26,0.74,0.26,0.74,0.3,0.7
T50_syn,23,0.6938775510204082,0.0,1.0,0.0,1.0,0.3,0.7
MS_syn,23,0.6938775510204082,0.29,0.71,0.29,0.71,0.3,0.7
MS2_syn,23,0.6938775510204082,0.29,0.71,0.29,0.71,0.3,0.7
SMM_syn,23,0.6938775510204082,0.27,0.73,0.27,0.73,0.3,0.7
HDy_syn,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
DyS_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
ACC_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
PACC_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
X_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
MAX_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
T50_cdt,23,0.6938775510204082,0.31,0.69,0.31,0.69,0.3,0.7
MS_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
MS2_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
SMM_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
HDy_cdt,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
CC2,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
PWK,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
HDx,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
GAC,23,0.6938775510204082,0.0,1.0,0.0,1.0,0.3,0.7
GPAC,23,0.6938775510204082,0.0,1.0,0.0,1.0,0.3,0.7
FM,23,0.6938775510204082,0.0,1.0,0.0,1.0,0.3,0.7
EMQ,23,0.6938775510204082,0.3,0.7,0.3,0.7,0.3,0.7
KDEyHD,23,0.6938775510204082,0.0,1.0,0.0,1.0,0.3,0.7
KDEyCS,23,0.6938775510204082,0.0,1.0,0.0,1.0,0.3,0.7
KDEyML,23,0.6938775510204082,0.0,1.0,0.0,1.0,0.3,0.7
CC,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
PCC,24,0.7142857142857142,0.73,0.27,0.73,0.27,0.74,0.26
ACC,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
PACC,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
T50,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
MAX,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
MS,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
MS2,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
X,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
SMM,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
DyS,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
DySyn,24,0.7142857142857142,0.73,0.27,0.73,0.27,0.74,0.26
HDy,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
ACC_syn,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
PACC_syn,24,0.7142857142857142,0.73,0.27,0.73,0.27,0.74,0.26
X_syn,24,0.7142857142857142,0.64,0.36,0.64,0.36,0.74,0.26
MAX_syn,24,0.7142857142857142,0.64,0.36,0.64,0.36,0.74,0.26
T50_syn,24,0.7142857142857142,0.54,0.46,0.54,0.46,0.74,0.26
MS_syn,24,0.7142857142857142,0.73,0.27,0.73,0.27,0.74,0.26
MS2_syn,24,0.7142857142857142,0.73,0.27,0.73,0.27,0.74,0.26
SMM_syn,24,0.7142857142857142,0.79,0.21,0.79,0.21,0.74,0.26
