qnt,batch_index,t,c0_p,c1_p,c0_p_normalized,c1_p_normalized,c0_real,c1_real
MS2_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
SMM_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
HDy_cdt,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
CC2,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
PWK,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
HDx,32,0.8775510204081632,0.46,0.54,0.46,0.54,0.42,0.58
GAC,32,0.8775510204081632,0.0,1.0,0.0,1.0,0.42,0.58
GPAC,32,0.8775510204081632,0.0,1.0,0.0,1.0,0.42,0.58
FM,32,0.8775510204081632,0.0,1.0,0.0,1.0,0.42,0.58
EMQ,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
KDEyHD,32,0.8775510204081632,0.0,1.0,0.0,1.0,0.42,0.58
KDEyCS,32,0.8775510204081632,0.0,1.0,0.0,1.0,0.42,0.58
KDEyML,32,0.8775510204081632,0.0,1.0,0.0,1.0,0.42,0.58
CC,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
PCC,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
ACC,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
PACC,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
T50,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
MAX,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
MS,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
MS2,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
X,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
SMM,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
DyS,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
DySyn,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
HDy,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
ACC_syn,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
PACC_syn,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
X_syn,33,0.8979591836734693,0.53,0.47,0.53,0.47,0.63,0.37
MAX_syn,33,0.8979591836734693,0.53,0.47,0.53,0.47,0.63,0.37
T50_syn,33,0.8979591836734693,0.26,0.74,0.26,0.74,0.63,0.37
MS_syn,33,0.8979591836734693,0.61,0.39,0.61,0.39,0.63,0.37
MS2_syn,33,0.8979591836734693,0.61,0.39,0.61,0.39,0.63,0.37
SMM_syn,33,0.8979591836734693,0.64,0.36,0.64,0.36,0.63,0.37
HDy_syn,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
DyS_cdt,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
ACC_cdt,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
PACC_cdt,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
X_cdt,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
MAX_cdt,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
T50_cdt,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
MS_cdt,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
MS2_cdt,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
SMM_cdt,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
HDy_cdt,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
CC2,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
PWK,33,0.8979591836734693,0.62,0.38,0.62,0.38,0.63,0.37
HDx,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
GAC,33,0.8979591836734693,1.0,0.0,1.0,0.0,0.63,0.37
GPAC,33,0.8979591836734693,1.0,0.0,1.0,0.0,0.63,0.37
FM,33,0.8979591836734693,1.0,0.0,1.0,0.0,0.63,0.37
EMQ,33,0.8979591836734693,0.63,0.37,0.63,0.37,0.63,0.37
KDEyHD,33,0.8979591836734693,1.0,0.0,1.0,0.0,0.63,0.37
KDEyCS,33,0.8979591836734693,1.0,0.0,1.0,0.0,0.63,0.37
KDEyML,33,0.8979591836734693,1.0,0.0,1.0,0.0,0.63,0.37
CC,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
PCC,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
ACC,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
PACC,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
T50,34,0.9183673469387754,0.5,0.5,0.5,0.5,0.49,0.51
MAX,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
MS,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
MS2,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
X,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
SMM,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
DyS,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
DySyn,34,0.9183673469387754,0.48,0.52,0.48,0.52,0.49,0.51
HDy,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
ACC_syn,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
PACC_syn,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
X_syn,34,0.9183673469387754,0.42,0.58,0.42,0.58,0.49,0.51
MAX_syn,34,0.9183673469387754,0.42,0.58,0.42,0.58,0.49,0.51
T50_syn,34,0.9183673469387754,0.06,0.94,0.06,0.94,0.49,0.51
MS_syn,34,0.9183673469387754,0.48,0.52,0.48,0.52,0.49,0.51
MS2_syn,34,0.9183673469387754,0.48,0.52,0.48,0.52,0.49,0.51
SMM_syn,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
HDy_syn,34,0.9183673469387754,0.46,0.54,0.46,0.54,0.49,0.51
DyS_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
ACC_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
PACC_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
X_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
MAX_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
T50_cdt,34,0.9183673469387754,0.5,0.5,0.5,0.5,0.49,0.51
MS_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
MS2_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
SMM_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
HDy_cdt,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
CC2,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
PWK,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
HDx,34,0.9183673469387754,0.51,0.49,0.51,0.49,0.49,0.51
GAC,34,0.9183673469387754,0.63,0.37,0.63,0.37,0.49,0.51
GPAC,34,0.9183673469387754,0.69,0.31,0.69,0.31,0.49,0.51
FM,34,0.9183673469387754,0.62,0.38,0.62,0.38,0.49,0.51
EMQ,34,0.9183673469387754,0.49,0.51,0.49,0.51,0.49,0.51
KDEyHD,34,0.9183673469387754,0.75,0.25,0.75,0.25,0.49,0.51
KDEyCS,34,0.9183673469387754,0.74,0.26,0.74,0.26,0.49,0.51
KDEyML,34,0.9183673469387754,0.73,0.27,0.73,0.27,0.49,0.51
CC,35,0.9387755102040816,0.44,0.56,0.44,0.56,0.44,0.56
PCC,35,0.9387755102040816,0.44,0.56,0.44,0.56,0.44,0.56
ACC,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
PACC,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
T50,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
MAX,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
MS,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
MS2,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
X,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
SMM,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
DyS,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
DySyn,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
HDy,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
ACC_syn,35,0.9387755102040816,0.44,0.56,0.44,0.56,0.44,0.56
PACC_syn,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
X_syn,35,0.9387755102040816,0.37,0.63,0.37,0.63,0.44,0.56
MAX_syn,35,0.9387755102040816,0.37,0.63,0.37,0.63,0.44,0.56
T50_syn,35,0.9387755102040816,0.0,1.0,0.0,1.0,0.44,0.56
MS_syn,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
MS2_syn,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
SMM_syn,35,0.9387755102040816,0.42,0.58,0.42,0.58,0.44,0.56
HDy_syn,35,0.9387755102040816,0.42,0.58,0.42,0.58,0.44,0.56
DyS_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
ACC_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
PACC_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
X_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
MAX_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
T50_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
MS_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
MS2_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
SMM_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
HDy_cdt,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
CC2,35,0.9387755102040816,0.44,0.56,0.44,0.56,0.44,0.56
PWK,35,0.9387755102040816,0.44,0.56,0.44,0.56,0.44,0.56
HDx,35,0.9387755102040816,0.44,0.56,0.44,0.56,0.44,0.56
GAC,35,0.9387755102040816,0.0,1.0,0.0,1.0,0.44,0.56
GPAC,35,0.9387755102040816,0.0,1.0,0.0,1.0,0.44,0.56
FM,35,0.9387755102040816,0.0,1.0,0.0,1.0,0.44,0.56
EMQ,35,0.9387755102040816,0.43,0.57,0.43,0.57,0.44,0.56
KDEyHD,35,0.9387755102040816,0.0,1.0,0.0,1.0,0.44,0.56
KDEyCS,35,0.9387755102040816,0.0,1.0,0.0,1.0,0.44,0.56
KDEyML,35,0.9387755102040816,0.0,1.0,0.0,1.0,0.44,0.56
CC,36,0.9591836734693876,0.34,0.66,0.34,0.66,0.34,0.66
PCC,36,0.9591836734693876,0.34,0.66,0.34,0.66,0.34,0.66
ACC,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
PACC,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
T50,36,0.9591836734693876,0.35,0.65,0.35,0.65,0.34,0.66
MAX,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
MS,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
MS2,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
X,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
SMM,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
DyS,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
DySyn,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
HDy,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
ACC_syn,36,0.9591836734693876,0.34,0.66,0.34,0.66,0.34,0.66
PACC_syn,36,0.9591836734693876,0.34,0.66,0.34,0.66,0.34,0.66
X_syn,36,0.9591836734693876,0.28,0.72,0.28,0.72,0.34,0.66
MAX_syn,36,0.9591836734693876,0.28,0.72,0.28,0.72,0.34,0.66
T50_syn,36,0.9591836734693876,0.0,1.0,0.0,1.0,0.34,0.66
MS_syn,36,0.9591836734693876,0.32,0.68,0.32,0.68,0.34,0.66
MS2_syn,36,0.9591836734693876,0.32,0.68,0.32,0.68,0.34,0.66
SMM_syn,36,0.9591836734693876,0.31,0.69,0.31,0.69,0.34,0.66
HDy_syn,36,0.9591836734693876,0.28,0.72,0.28,0.72,0.34,0.66
DyS_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
ACC_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
PACC_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
X_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
MAX_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
T50_cdt,36,0.9591836734693876,0.35,0.65,0.35,0.65,0.34,0.66
MS_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
MS2_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
SMM_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
HDy_cdt,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
CC2,36,0.9591836734693876,0.34,0.66,0.34,0.66,0.34,0.66
PWK,36,0.9591836734693876,0.34,0.66,0.34,0.66,0.34,0.66
HDx,36,0.9591836734693876,0.37,0.63,0.37,0.63,0.34,0.66
GAC,36,0.9591836734693876,0.0,1.0,0.0,1.0,0.34,0.66
GPAC,36,0.9591836734693876,0.0,1.0,0.0,1.0,0.34,0.66
FM,36,0.9591836734693876,0.0,1.0,0.0,1.0,0.34,0.66
EMQ,36,0.9591836734693876,0.33,0.67,0.33,0.67,0.34,0.66
KDEyHD,36,0.9591836734693876,0.0,1.0,0.0,1.0,0.34,0.66
KDEyCS,36,0.9591836734693876,0.0,1.0,0.0,1.0,0.34,0.66
KDEyML,36,0.9591836734693876,0.0,1.0,0.0,1.0,0.34,0.66
CC,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
PCC,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
ACC,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
PACC,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
T50,37,0.979591836734694,0.56,0.44,0.56,0.44,0.57,0.43
MAX,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
MS,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
MS2,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
X,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
SMM,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
DyS,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
DySyn,37,0.979591836734694,0.56,0.44,0.56,0.44,0.57,0.43
HDy,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
ACC_syn,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
PACC_syn,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
X_syn,37,0.979591836734694,0.47,0.53,0.47,0.53,0.57,0.43
MAX_syn,37,0.979591836734694,0.47,0.53,0.47,0.53,0.57,0.43
T50_syn,37,0.979591836734694,0.2,0.8,0.2,0.8,0.57,0.43
MS_syn,37,0.979591836734694,0.56,0.44,0.56,0.44,0.57,0.43
MS2_syn,37,0.979591836734694,0.56,0.44,0.56,0.44,0.57,0.43
SMM_syn,37,0.979591836734694,0.58,0.42,0.58,0.42,0.57,0.43
HDy_syn,37,0.979591836734694,0.59,0.41,0.59,0.41,0.57,0.43
DyS_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
ACC_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
PACC_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
X_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
MAX_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
T50_cdt,37,0.979591836734694,0.56,0.44,0.56,0.44,0.57,0.43
MS_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
MS2_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
SMM_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
HDy_cdt,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
CC2,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
PWK,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
HDx,37,0.979591836734694,0.59,0.41,0.59,0.41,0.57,0.43
GAC,37,0.979591836734694,1.0,0.0,1.0,0.0,0.57,0.43
GPAC,37,0.979591836734694,1.0,0.0,1.0,0.0,0.57,0.43
FM,37,0.979591836734694,1.0,0.0,1.0,0.0,0.57,0.43
EMQ,37,0.979591836734694,0.57,0.43,0.57,0.43,0.57,0.43
KDEyHD,37,0.979591836734694,1.0,0.0,1.0,0.0,0.57,0.43
KDEyCS,37,0.979591836734694,1.0,0.0,1.0,0.0,0.57,0.43
KDEyML,37,0.979591836734694,1.0,0.0,1.0,0.0,0.57,0.43
CC,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
PCC,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
ACC,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
PACC,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
T50,38,1.0,0.49,0.51,0.49,0.51,0.5,0.5
MAX,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
MS,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
MS2,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
X,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
SMM,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
DyS,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
DySyn,38,1.0,0.51,0.49,0.51,0.49,0.5,0.5
HDy,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
ACC_syn,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
PACC_syn,38,1.0,0.49,0.51,0.49,0.51,0.5,0.5
X_syn,38,1.0,0.4,0.6,0.4,0.6,0.5,0.5
MAX_syn,38,1.0,0.4,0.6,0.4,0.6,0.5,0.5
T50_syn,38,1.0,0.09,0.91,0.09,0.91,0.5,0.5
MS_syn,38,1.0,0.49,0.51,0.49,0.51,0.5,0.5
MS2_syn,38,1.0,0.49,0.51,0.49,0.51,0.5,0.5
SMM_syn,38,1.0,0.49,0.51,0.49,0.51,0.5,0.5
HDy_syn,38,1.0,0.56,0.44,0.56,0.44,0.5,0.5
DyS_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
ACC_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
PACC_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
X_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
MAX_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
T50_cdt,38,1.0,0.49,0.51,0.49,0.51,0.5,0.5
MS_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
MS2_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
SMM_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
HDy_cdt,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
CC2,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
PWK,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
HDx,38,1.0,0.52,0.48,0.52,0.48,0.5,0.5
GAC,38,1.0,0.76,0.24,0.76,0.24,0.5,0.5
GPAC,38,1.0,0.77,0.23,0.77,0.23,0.5,0.5
FM,38,1.0,0.74,0.26,0.74,0.26,0.5,0.5
EMQ,38,1.0,0.5,0.5,0.5,0.5,0.5,0.5
KDEyHD,38,1.0,0.74,0.26,0.74,0.26,0.5,0.5
KDEyCS,38,1.0,0.78,0.22,0.78,0.22,0.5,0.5
KDEyML,38,1.0,0.72,0.28,0.72,0.28,0.5,0.5
