qnt,batch_index,cDefacement_p,cbenign_p,cmalware_p,cphishing_p,cspam_p,cDefacement_p_normalized,cbenign_p_normalized,cmalware_p_normalized,cphishing_p_normalized,cspam_p_normalized,cDefacement_real,cbenign_real,cmalware_real,cphishing_real,cspam_real
T50_syn,364,0.79,0.94,0.92,1.0,0.34,0.2,0.24,0.23,0.25,0.09,0.26,0.06,0.14,0.04,0.5
MS_syn,364,0.8,0.91,0.91,0.96,0.53,0.19,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
MS2_syn,364,0.8,0.92,0.9,0.96,0.53,0.19,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
SMM_syn,364,0.87,1.0,0.96,1.0,0.55,0.2,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy_syn,364,0.86,0.96,0.93,0.98,0.57,0.2,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
DyS_cdt,364,0.77,0.94,0.92,0.98,0.52,0.19,0.23,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
ACC_cdt,364,0.0,0.0,0.0,0.96,0.43,0.0,0.0,0.0,0.69,0.31,0.26,0.06,0.14,0.04,0.5
PACC_cdt,364,0.76,0.93,0.91,0.91,0.52,0.19,0.23,0.23,0.23,0.13,0.26,0.06,0.14,0.04,0.5
X_cdt,364,0.03,0.0,0.0,0.41,0.41,0.04,0.0,0.0,0.48,0.48,0.26,0.06,0.14,0.04,0.5
MAX_cdt,364,0.02,0.0,0.0,0.41,0.42,0.03,0.0,0.0,0.48,0.49,0.26,0.06,0.14,0.04,0.5
T50_cdt,364,0.0,0.0,0.0,1.0,0.27,0.0,0.0,0.0,0.79,0.21,0.26,0.06,0.14,0.04,0.5
MS_cdt,364,0.0,0.0,0.0,0.96,0.41,0.0,0.0,0.0,0.7,0.3,0.26,0.06,0.14,0.04,0.5
MS2_cdt,364,0.0,0.0,0.0,0.96,0.41,0.0,0.0,0.0,0.7,0.3,0.26,0.06,0.14,0.04,0.5
SMM_cdt,364,0.76,0.93,0.91,1.0,0.52,0.18,0.23,0.22,0.24,0.13,0.26,0.06,0.14,0.04,0.5
HDy_cdt,364,0.85,0.97,0.95,0.98,0.55,0.2,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
CC2,364,0.2,0.11,0.14,0.07,0.48,0.2,0.11,0.14,0.07,0.48,0.26,0.06,0.14,0.04,0.5
PWK,364,0.25,0.07,0.14,0.04,0.5,0.25,0.07,0.14,0.04,0.5,0.26,0.06,0.14,0.04,0.5
HDx,364,0.28,0.09,0.13,0.05,0.45,0.28,0.09,0.13,0.05,0.45,0.26,0.06,0.14,0.04,0.5
GAC,364,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,364,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,364,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,364,0.27,0.1,0.12,0.02,0.49,0.27,0.1,0.12,0.02,0.49,0.26,0.06,0.14,0.04,0.5
KDEyHD,364,0.62,0.08,0.0,0.3,0.0,0.62,0.08,0.0,0.3,0.0,0.26,0.06,0.14,0.04,0.5
KDEyCS,364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26,0.06,0.14,0.04,0.5
KDEyML,364,0.24,0.24,0.0,0.52,0.0,0.24,0.24,0.0,0.52,0.0,0.26,0.06,0.14,0.04,0.5
CC,365,0.8,0.93,0.87,0.9,0.53,0.2,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PCC,365,0.78,0.93,0.85,0.88,0.54,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
ACC,365,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC,365,0.73,0.96,0.9,0.95,0.5,0.18,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
T50,365,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,365,0.01,0.0,0.0,0.0,0.44,0.02,0.0,0.0,0.0,0.98,0.26,0.06,0.14,0.04,0.5
MS,365,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,365,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,365,0.02,0.0,0.0,0.0,0.45,0.05,0.0,0.0,0.0,0.95,0.26,0.06,0.14,0.04,0.5
SMM,365,0.73,0.96,0.9,0.95,0.5,0.18,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DyS,365,0.73,0.95,0.89,0.95,0.5,0.18,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DySyn,365,0.82,0.93,0.91,0.95,0.54,0.2,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy,365,0.81,0.97,0.93,0.99,0.52,0.19,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
ACC_syn,365,0.8,0.93,0.87,0.9,0.53,0.2,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PACC_syn,365,0.78,0.93,0.85,0.88,0.53,0.2,0.23,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
X_syn,365,0.44,0.74,0.38,0.42,0.28,0.19,0.33,0.17,0.19,0.12,0.26,0.06,0.14,0.04,0.5
MAX_syn,365,0.44,0.74,0.38,0.42,0.28,0.19,0.33,0.17,0.19,0.12,0.26,0.06,0.14,0.04,0.5
T50_syn,365,0.89,0.96,0.92,0.98,0.37,0.22,0.23,0.22,0.24,0.09,0.26,0.06,0.14,0.04,0.5
MS_syn,365,0.79,0.93,0.87,0.9,0.51,0.2,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
MS2_syn,365,0.8,0.93,0.87,0.9,0.51,0.2,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
SMM_syn,365,0.85,1.0,0.94,0.97,0.54,0.2,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy_syn,365,0.84,0.91,0.92,0.96,0.53,0.2,0.22,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
DyS_cdt,365,0.73,0.95,0.89,0.95,0.5,0.18,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
ACC_cdt,365,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC_cdt,365,0.73,0.96,0.9,0.95,0.5,0.18,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
X_cdt,365,0.02,0.0,0.0,0.0,0.45,0.05,0.0,0.0,0.0,0.95,0.26,0.06,0.14,0.04,0.5
MAX_cdt,365,0.01,0.0,0.0,0.0,0.44,0.02,0.0,0.0,0.0,0.98,0.26,0.06,0.14,0.04,0.5
T50_cdt,365,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,365,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,365,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,365,0.73,0.96,0.9,0.95,0.5,0.18,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
HDy_cdt,365,0.81,0.97,0.93,0.99,0.52,0.19,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
CC2,365,0.25,0.07,0.12,0.08,0.48,0.25,0.07,0.12,0.08,0.48,0.26,0.06,0.14,0.04,0.5
PWK,365,0.25,0.06,0.14,0.07,0.48,0.25,0.06,0.14,0.07,0.48,0.26,0.06,0.14,0.04,0.5
HDx,365,0.25,0.01,0.06,0.02,0.59,0.25,0.01,0.06,0.02,0.59,0.26,0.06,0.14,0.04,0.5
GAC,365,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,365,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,365,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,365,0.27,0.06,0.12,0.05,0.5,0.27,0.06,0.12,0.05,0.5,0.26,0.06,0.14,0.04,0.5
KDEyHD,365,0.61,0.0,0.0,0.0,0.39,0.61,0.0,0.0,0.0,0.39,0.26,0.06,0.14,0.04,0.5
KDEyCS,365,0.32,0.0,0.0,0.68,0.0,0.32,0.0,0.0,0.68,0.0,0.26,0.06,0.14,0.04,0.5
KDEyML,365,0.32,0.04,0.0,0.0,0.64,0.32,0.04,0.0,0.0,0.64,0.26,0.06,0.14,0.04,0.5
CC,366,0.78,0.93,0.89,0.89,0.53,0.19,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PCC,366,0.8,0.91,0.87,0.88,0.54,0.2,0.23,0.22,0.22,0.14,0.26,0.06,0.14,0.04,0.5
ACC,366,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC,366,0.76,0.93,0.91,0.94,0.51,0.19,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
T50,366,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,366,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS,366,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,366,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,366,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM,366,0.76,0.93,0.91,0.94,0.51,0.19,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
DyS,366,0.78,0.93,0.9,0.94,0.51,0.19,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
DySyn,366,0.82,0.92,0.9,0.91,0.53,0.2,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
HDy,366,0.84,0.96,0.93,0.97,0.52,0.2,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
ACC_syn,366,0.78,0.93,0.89,0.89,0.53,0.19,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PACC_syn,366,0.8,0.91,0.87,0.88,0.54,0.2,0.23,0.22,0.22,0.14,0.26,0.06,0.14,0.04,0.5
X_syn,366,0.48,0.69,0.45,0.44,0.26,0.21,0.3,0.19,0.19,0.11,0.26,0.06,0.14,0.04,0.5
MAX_syn,366,0.48,0.69,0.45,0.44,0.26,0.21,0.3,0.19,0.19,0.11,0.26,0.06,0.14,0.04,0.5
T50_syn,366,0.96,0.92,0.9,0.98,0.32,0.24,0.23,0.22,0.24,0.08,0.26,0.06,0.14,0.04,0.5
MS_syn,366,0.78,0.92,0.89,0.89,0.53,0.19,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
MS2_syn,366,0.77,0.92,0.89,0.88,0.53,0.19,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
SMM_syn,366,0.87,1.0,0.94,0.97,0.54,0.2,0.23,0.22,0.22,0.12,0.26,0.06,0.14,0.04,0.5
HDy_syn,366,0.84,0.93,0.91,0.93,0.53,0.2,0.22,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
DyS_cdt,366,0.78,0.93,0.9,0.94,0.51,0.19,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
ACC_cdt,366,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC_cdt,366,0.76,0.93,0.91,0.94,0.51,0.19,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
X_cdt,366,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX_cdt,366,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
T50_cdt,366,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,366,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,366,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,366,0.76,0.93,0.91,0.94,0.51,0.19,0.23,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy_cdt,366,0.84,0.96,0.93,0.97,0.52,0.2,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
CC2,366,0.22,0.07,0.13,0.12,0.46,0.22,0.07,0.13,0.12,0.46,0.26,0.06,0.14,0.04,0.5
PWK,366,0.25,0.07,0.11,0.1,0.47,0.25,0.07,0.11,0.1,0.47,0.26,0.06,0.14,0.04,0.5
HDx,366,0.19,0.04,0.13,0.15,0.45,0.19,0.04,0.13,0.15,0.45,0.26,0.06,0.14,0.04,0.5
GAC,366,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,366,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,366,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,366,0.25,0.07,0.11,0.08,0.49,0.25,0.07,0.11,0.08,0.49,0.26,0.06,0.14,0.04,0.5
KDEyHD,366,0.82,0.0,0.18,0.0,0.0,0.82,0.0,0.18,0.0,0.0,0.26,0.06,0.14,0.04,0.5
KDEyCS,366,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26,0.06,0.14,0.04,0.5
KDEyML,366,0.87,0.0,0.0,0.0,0.13,0.87,0.0,0.0,0.0,0.13,0.26,0.06,0.14,0.04,0.5
CC,367,0.83,0.96,0.84,0.91,0.52,0.2,0.24,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PCC,367,0.81,0.94,0.83,0.89,0.52,0.2,0.24,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
ACC,367,0.0,0.0,0.02,0.0,0.45,0.0,0.0,0.04,0.0,0.96,0.26,0.06,0.14,0.04,0.5
PACC,367,0.78,0.98,0.86,0.96,0.48,0.19,0.24,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
T50,367,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,367,0.02,0.0,0.01,0.0,0.44,0.05,0.0,0.02,0.0,0.93,0.26,0.06,0.14,0.04,0.5
MS,367,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,367,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,367,0.03,0.0,0.01,0.0,0.45,0.07,0.0,0.02,0.0,0.92,0.26,0.06,0.14,0.04,0.5
SMM,367,0.78,0.98,0.86,0.96,0.48,0.19,0.24,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DyS,367,0.8,0.97,0.87,0.95,0.49,0.2,0.24,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
DySyn,367,0.83,0.95,0.87,0.93,0.52,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
HDy,367,0.85,0.99,0.93,0.99,0.51,0.2,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
ACC_syn,367,0.83,0.96,0.84,0.91,0.52,0.2,0.24,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
PACC_syn,367,0.81,0.94,0.83,0.89,0.52,0.2,0.24,0.21,0.22,0.13,0.26,0.06,0.14,0.04,0.5
X_syn,367,0.48,0.76,0.38,0.42,0.31,0.2,0.32,0.16,0.18,0.13,0.26,0.06,0.14,0.04,0.5
MAX_syn,367,0.48,0.76,0.38,0.42,0.31,0.2,0.32,0.16,0.18,0.13,0.26,0.06,0.14,0.04,0.5
T50_syn,367,0.8,0.96,0.9,0.96,0.26,0.21,0.25,0.23,0.25,0.07,0.26,0.06,0.14,0.04,0.5
MS_syn,367,0.82,0.95,0.84,0.91,0.51,0.2,0.24,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
MS2_syn,367,0.82,0.95,0.84,0.91,0.5,0.2,0.24,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
SMM_syn,367,0.88,1.0,0.91,0.97,0.52,0.21,0.23,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
HDy_syn,367,0.83,0.96,0.91,0.94,0.55,0.2,0.23,0.22,0.22,0.13,0.26,0.06,0.14,0.04,0.5
DyS_cdt,367,0.8,0.97,0.87,0.95,0.49,0.2,0.24,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
ACC_cdt,367,0.0,0.0,0.02,0.0,0.45,0.0,0.0,0.04,0.0,0.96,0.26,0.06,0.14,0.04,0.5
PACC_cdt,367,0.78,0.98,0.86,0.96,0.48,0.19,0.24,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
X_cdt,367,0.03,0.0,0.01,0.0,0.45,0.07,0.0,0.02,0.0,0.92,0.26,0.06,0.14,0.04,0.5
MAX_cdt,367,0.02,0.0,0.01,0.0,0.44,0.05,0.0,0.02,0.0,0.93,0.26,0.06,0.14,0.04,0.5
T50_cdt,367,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,367,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,367,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,367,0.78,0.98,0.86,0.96,0.48,0.19,0.24,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
HDy_cdt,367,0.85,0.99,0.93,0.99,0.51,0.2,0.23,0.22,0.23,0.12,0.26,0.06,0.14,0.04,0.5
CC2,367,0.2,0.05,0.17,0.09,0.49,0.2,0.05,0.17,0.09,0.49,0.26,0.06,0.14,0.04,0.5
PWK,367,0.24,0.06,0.13,0.06,0.51,0.24,0.06,0.13,0.06,0.51,0.26,0.06,0.14,0.04,0.5
HDx,367,0.17,0.03,0.12,0.0,0.59,0.17,0.03,0.12,0.0,0.59,0.26,0.06,0.14,0.04,0.5
GAC,367,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,367,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,367,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,367,0.25,0.04,0.15,0.06,0.51,0.25,0.04,0.15,0.06,0.51,0.26,0.06,0.14,0.04,0.5
KDEyHD,367,0.18,0.0,0.0,0.0,0.82,0.18,0.0,0.0,0.0,0.82,0.26,0.06,0.14,0.04,0.5
KDEyCS,367,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.85,0.15,0.26,0.06,0.14,0.04,0.5
KDEyML,367,0.0,0.03,0.0,0.0,0.97,0.0,0.03,0.0,0.0,0.97,0.26,0.06,0.14,0.04,0.5
CC,368,0.77,0.94,0.86,0.91,0.53,0.19,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
PCC,368,0.78,0.93,0.83,0.91,0.51,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
ACC,368,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC,368,0.73,0.96,0.87,0.99,0.48,0.18,0.24,0.22,0.25,0.12,0.26,0.06,0.14,0.04,0.5
T50,368,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,368,0.05,0.0,0.03,0.0,0.47,0.08,0.0,0.06,0.0,0.85,0.26,0.06,0.14,0.04,0.5
MS,368,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,368,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,368,0.05,0.0,0.04,0.0,0.47,0.08,0.0,0.08,0.0,0.84,0.26,0.06,0.14,0.04,0.5
SMM,368,0.73,0.96,0.87,0.99,0.48,0.18,0.24,0.22,0.25,0.12,0.26,0.06,0.14,0.04,0.5
DyS,368,0.77,0.96,0.86,0.98,0.5,0.19,0.24,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DySyn,368,0.79,0.96,0.86,0.97,0.52,0.19,0.23,0.21,0.24,0.13,0.26,0.06,0.14,0.04,0.5
HDy,368,0.82,0.98,0.9,1.0,0.5,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
ACC_syn,368,0.77,0.94,0.86,0.91,0.53,0.19,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
PACC_syn,368,0.78,0.93,0.83,0.91,0.51,0.2,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
X_syn,368,0.47,0.72,0.47,0.48,0.3,0.19,0.3,0.19,0.2,0.12,0.26,0.06,0.14,0.04,0.5
MAX_syn,368,0.47,0.72,0.47,0.48,0.3,0.19,0.3,0.19,0.2,0.12,0.26,0.06,0.14,0.04,0.5
T50_syn,368,0.76,0.98,0.86,1.0,0.22,0.2,0.26,0.23,0.26,0.06,0.26,0.06,0.14,0.04,0.5
MS_syn,368,0.77,0.94,0.85,0.91,0.5,0.19,0.24,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
MS2_syn,368,0.77,0.94,0.86,0.91,0.5,0.19,0.24,0.22,0.23,0.13,0.26,0.06,0.14,0.04,0.5
SMM_syn,368,0.85,1.0,0.91,1.0,0.51,0.2,0.23,0.21,0.23,0.12,0.26,0.06,0.14,0.04,0.5
HDy_syn,368,0.81,0.96,0.85,0.97,0.49,0.2,0.24,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DyS_cdt,368,0.77,0.96,0.86,0.98,0.5,0.19,0.24,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
ACC_cdt,368,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
PACC_cdt,368,0.73,0.96,0.87,0.99,0.48,0.18,0.24,0.22,0.25,0.12,0.26,0.06,0.14,0.04,0.5
X_cdt,368,0.05,0.0,0.04,0.0,0.47,0.08,0.0,0.08,0.0,0.84,0.26,0.06,0.14,0.04,0.5
MAX_cdt,368,0.05,0.0,0.03,0.0,0.47,0.08,0.0,0.06,0.0,0.85,0.26,0.06,0.14,0.04,0.5
T50_cdt,368,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS_cdt,368,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2_cdt,368,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
SMM_cdt,368,0.73,0.96,0.87,0.99,0.48,0.18,0.24,0.22,0.25,0.12,0.26,0.06,0.14,0.04,0.5
HDy_cdt,368,0.82,0.98,0.9,1.0,0.5,0.2,0.23,0.21,0.24,0.12,0.26,0.06,0.14,0.04,0.5
CC2,368,0.23,0.06,0.14,0.07,0.5,0.23,0.06,0.14,0.07,0.5,0.26,0.06,0.14,0.04,0.5
PWK,368,0.27,0.05,0.13,0.06,0.49,0.27,0.05,0.13,0.06,0.49,0.26,0.06,0.14,0.04,0.5
HDx,368,0.22,0.03,0.01,0.03,0.61,0.22,0.03,0.01,0.03,0.61,0.26,0.06,0.14,0.04,0.5
GAC,368,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
GPAC,368,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
FM,368,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.06,0.14,0.04,0.5
EMQ,368,0.26,0.05,0.14,0.04,0.51,0.26,0.05,0.14,0.04,0.51,0.26,0.06,0.14,0.04,0.5
KDEyHD,368,0.09,0.0,0.0,0.0,0.91,0.09,0.0,0.0,0.0,0.91,0.26,0.06,0.14,0.04,0.5
KDEyCS,368,0.0,0.0,0.0,0.57,0.43,0.0,0.0,0.0,0.57,0.43,0.26,0.06,0.14,0.04,0.5
KDEyML,368,0.0,0.0,0.0,0.38,0.62,0.0,0.0,0.0,0.38,0.62,0.26,0.06,0.14,0.04,0.5
CC,369,0.78,0.94,0.85,0.93,0.51,0.19,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
PCC,369,0.77,0.93,0.85,0.93,0.52,0.19,0.23,0.21,0.23,0.13,0.26,0.06,0.14,0.04,0.5
ACC,369,0.0,0.0,0.01,0.0,0.46,0.0,0.0,0.01,0.0,0.99,0.26,0.06,0.14,0.04,0.5
PACC,369,0.72,0.96,0.89,1.0,0.48,0.18,0.24,0.22,0.25,0.12,0.26,0.06,0.14,0.04,0.5
T50,369,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MAX,369,0.07,0.0,0.0,0.0,0.47,0.13,0.0,0.0,0.0,0.87,0.26,0.06,0.14,0.04,0.5
MS,369,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
MS2,369,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.0,0.26,0.06,0.14,0.04,0.5
X,369,0.07,0.0,0.01,0.0,0.47,0.13,0.0,0.01,0.0,0.86,0.26,0.06,0.14,0.04,0.5
SMM,369,0.72,0.96,0.89,1.0,0.48,0.18,0.24,0.22,0.25,0.12,0.26,0.06,0.14,0.04,0.5
DyS,369,0.73,0.95,0.88,0.99,0.48,0.18,0.24,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
DySyn,369,0.77,0.94,0.89,0.97,0.51,0.19,0.23,0.22,0.24,0.12,0.26,0.06,0.14,0.04,0.5
